WDPAID;WDPA_PID;PA_DEF;NAME;ORIG_NAME;DESIG;DESIG_ENG;DESIG_TYPE;IUCN_CAT;INT_CRIT;MARINE;REP_M_AREA;GIS_M_AREA;REP_AREA;GIS_AREA;NO_TAKE;NO_TK_AREA;STATUS;STATUS_YR;GOV_TYPE;OWN_TYPE;MANG_AUTH;MANG_PLAN;VERIF;METADATAID;SUB_LOC;PARENT_ISO;ISO3;presntVG;ENS45;ENS85_1000;ENS85_420;pr45;pr85_420;pr85_1000;area_m;area_km;area_ha
100759;100759;1;Jirocasaca;Jirocasaca;Reserva Forestal Protectora Nacional;Forest Reserve Protectress National;National;VI;Not Applicable;0;0;0;2,3;2,940530584;Not Applicable;0;Designated;1981;Federal or national ministry or agency;Not Reported;Ministerio de Ambiente y Desarrollo Sostenible;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-MAG;COL;COL;6;8;8;8;6_8;6_8;6_8;2922319,933;2,922;292
555555951;555555951;1;Rancho Luna;Rancho Luna;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;31,825;0,066720244;Not Applicable;0;Designated;2004;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-MAG;COL;COL;13;8;8;8;13_8;13_8;13_8;66307,247;0,066;7
555555933;555555933;1;Parque Ambiental Palangana;Parque Ambiental Palangana;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;13,5;0,135338275;Not Applicable;0;Designated;2010;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-MAG;COL;COL;6;8;8;8;6_8;6_8;6_8;134500,967;0,135;13
555592704;555592704;1;Pintura;Pintura;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;100;0,114475439;Not Applicable;0;Designated;2006;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOL;COL;COL;6;8;8;9;6_8;6_9;6_8;113752,761;0,114;11
128;128;1;Los Colorados;Los Colorados;Santuario de Fauna y Flora;Fauna and Flora Sanctuary;National;IV;Not Applicable;0;0;0;10;10,54295001;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOL;COL;COL;6;8;8;9;6_8;6_9;6_8;10476549,78;10,477;1048
555555832;555555832;1;Complejo Cienagoso De Zarate Malibu Y Veladero;Complejo Cienagoso De Zarate Malibu Y Veladero;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;639,92;643,9174096;Not Applicable;0;Designated;2011;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional del Magdalena;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOL;COL;COL;13;8;8;8;13_8;13_8;13_8;75426176,05;75,426;7543
555555832;555555832;1;Complejo Cienagoso De Zarate Malibu Y Veladero;Complejo Cienagoso De Zarate Malibu Y Veladero;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;639,92;643,9174096;Not Applicable;0;Designated;2011;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional del Magdalena;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOL;COL;COL;13;8;8;9;13_8;13_9;13_8;430170808,6;430,171;43017
555624217;555624217;1;Cienaga Grande De Santa Marta;Cienaga Grande De Santa Marta;Specially Protected Area (Cartagena Convention);Specially Protected Area (Cartagena Convention);Regional;IV;Not Applicable;1;0;0,901621686;268,1;278,1167369;Not Reported;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://www.spaw-palisting.org/area_public/show/id/29/template/C6;State Verified;1900;Marine;COL;COL;6;8;8;8;6_8;6_8;6_8;56300154,42;56,3;5630
555624217;555624217;1;Cienaga Grande De Santa Marta;Cienaga Grande De Santa Marta;Specially Protected Area (Cartagena Convention);Specially Protected Area (Cartagena Convention);Regional;IV;Not Applicable;1;0;0,901621686;268,1;278,1167369;Not Reported;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://www.spaw-palisting.org/area_public/show/id/29/template/C6;State Verified;1900;Marine;COL;COL;6;8;8;9;6_8;6_9;6_8;67418001,93;67,418;6742
125;125;1;Cienaga Grande De Santa Marta;Cienaga Grande De Santa Marta;Santuario de Fauna y Flora;Fauna and Flora Sanctuary;National;IV;Not Applicable;0;0;0;268,1;278,1167371;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-MAG;COL;COL;6;8;8;8;6_8;6_8;6_8;56300154,4;56,3;5630
125;125;1;Cienaga Grande De Santa Marta;Cienaga Grande De Santa Marta;Santuario de Fauna y Flora;Fauna and Flora Sanctuary;National;IV;Not Applicable;0;0;0;268,1;278,1167371;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-MAG;COL;COL;6;8;8;9;6_8;6_9;6_8;67418001,94;67,418;6742
555555936;555555936;1;Sanguare;Sanguare;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;481,38;8,961904086;Not Applicable;0;Designated;2002;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-SUC;COL;COL;13;8;8;8;13_8;13_8;13_8;8685317,882;8,685;869
2234;2234;1;Los Corales Del Rosario Y De San Bernardo;Los Corales Del Rosario Y De San Bernardo;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;1;0;0;1200;1241,785203;Not Reported;0;Designated;1996;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOL;COL;COL;13;8;8;8;13_8;13_8;13_8;9666304,541;9,666;967
303546;303546;1;"El Corchal ""el Mono Hernandez""";"El Corchal ""el Mono Hernandez""";Santuario de Fauna y Flora;Fauna and Flora Sanctuary;National;IV;Not Applicable;0;0;0;38,5;42,38945037;Not Applicable;0;Designated;2002;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOL,CO-SUC, Not Reported;COL;COL;6;8;8;9;6_8;6_9;6_8;42122790,19;42,123;4212
2234;2234;1;Los Corales Del Rosario Y De San Bernardo;Los Corales Del Rosario Y De San Bernardo;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;1;0;0;1200;1241,785203;Not Reported;0;Designated;1996;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOL;COL;COL;6;8;8;9;6_8;6_9;6_8;134381808,7;134,382;13438
555555869;555555869;1;Manglar De La Bahia De Cispata Y Sector Aledaño Del Delta Estuarino;Manglar De La Bahia De Cispata Y Sector Aledaño Del Delta Estuarino;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;271,71;280,0357149;Not Applicable;0;Designated;2006;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional de los Valles del Sinú y San Jorge;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-COR;COL;COL;13;8;8;8;13_8;13_8;13_8;19044519,36;19,045;1904
555555835;555555835;1;Distrito De Manejo Integrado Complejo Cenagoso Del Bajo Sinu;Distrito De Manejo Integrado Complejo Cenagoso Del Bajo Sinu;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;420,13;795,4379457;Not Applicable;0;Designated;2007;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional de los Valles del Sinú y San Jorge;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-COR;COL;COL;13;8;8;8;13_8;13_8;13_8;398886442;398,886;39889
555555835;555555835;1;Distrito De Manejo Integrado Complejo Cenagoso Del Bajo Sinu;Distrito De Manejo Integrado Complejo Cenagoso Del Bajo Sinu;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;420,13;795,4379457;Not Applicable;0;Designated;2007;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional de los Valles del Sinú y San Jorge;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-COR;COL;COL;13;8;6;8;13_8;13_8;13_6;159477498,3;159,477;15948
555555864;555555864;1;Sistema De Manglar Y Lagunar Cienaga De La Caimanera;Sistema De Manglar Y Lagunar Cienaga De La Caimanera;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;21,25;17,92977993;Not Applicable;0;Designated;2008;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional de Sucre;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-SUC;COL;COL;13;8;8;8;13_8;13_8;13_8;17816146,58;17,816;1782
100758;100758;1;Serrania De La Coraza Y Montes De Maria;Serrania De La Coraza Y Montes De Maria;Reserva Forestal Protectora Nacional;Forest Reserve Protectress National;National;VI;Not Applicable;0;0;0;63,7;66,91716477;Not Applicable;0;Designated;1983;Federal or national ministry or agency;Not Reported;Ministerio de Ambiente y Desarrollo Sostenible;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-SUC;COL;COL;13;8;8;8;13_8;13_8;13_8;66493258,96;66,493;6649
555555714;555555714;1;Del Sistema Manglarico Del Sector De La Boca De Guacamaya;Del Sistema Manglarico Del Sector De La Boca De Guacamaya;Parque Natural Regional;Park Natural Regional;National;II;Not Applicable;0;0;0;35,788;29,6558953;Not Applicable;0;Designated;2012;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional de Sucre;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-SUC;COL;COL;13;8;8;8;13_8;13_8;13_8;29468295,67;29,468;2947
20081;20081;1;Sureste del Lago de Maracaibo Sto. Domingo-Motatán;Sureste del Lago de Maracaibo Sto. Domingo-Motatán;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;4066,62;8520,278981;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-L;VEN;VEN;1;13;13;8;1_13;1_8;1_13;34275132,11;34,275;3428
20067;20067;1;Piedemonte Norte de la Cordillera Andina;Piedemonte Norte de la Cordillera Andina;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;3723,27;3251,167832;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-V;VEN;VEN;1;13;8;8;1_13;1_8;1_8;218653873,4;218,654;21865
20067;20067;1;Piedemonte Norte de la Cordillera Andina;Piedemonte Norte de la Cordillera Andina;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;3723,27;3251,167832;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-V;VEN;VEN;1;13;13;8;1_13;1_8;1_13;60731122,77;60,731;6073
19993;19993;1;Catatumbo - Bari;Catatumbo - Bari;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;0;0;0;1581,25;1623,198763;Not Applicable;0;Designated;1989;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CES,CO-NSA;COL;COL;1;13;6;6;1_13;1_6;1_6;79667576,2;79,668;7967
20082;20082;1;Río Torbes y sus Alrededores;Río Torbes y sus Alrededores;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;120;95,93854417;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-S;VEN;VEN;1;1;1;6;1_1;1_6;1_1;14613105,37;14,613;1461
30640;30640;1;San Antonio - Ureña;San Antonio - Ureña;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;62,23;78,92099941;Not Applicable;0;Designated;1982;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-S;VEN;VEN;1;1;1;6;1_1;1_6;1_1;22053794,32;22,054;2205
555592745;555592745;1;Acandi Playon Y Playona;Acandi Playon Y Playona;Santuario de Fauna;Fauna Sanctuary;National;IV;Not Applicable;1;0;264,0001251;262,3271;264,000125;Not Reported;0;Designated;2013;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CHO,Not Reported;COL;COL;1;13;1;13;1_13;1_13;1_1;262314567,5;262,315;26231
100764;100764;1;Darien;Darien;Reserva Forestal Protectora Nacional;Forest Reserve Protectress National;National;VI;Not Applicable;0;0;0;623,75;616,1443164;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Ministerio de Ambiente y Desarrollo Sostenible;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CHO;COL;COL;1;13;1;6;1_13;1_6;1_1;187970988;187,971;18797
100764;100764;1;Darien;Darien;Reserva Forestal Protectora Nacional;Forest Reserve Protectress National;National;VI;Not Applicable;0;0;0;623,75;616,1443164;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Ministerio de Ambiente y Desarrollo Sostenible;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CHO;COL;COL;1;13;1;13;1_13;1_13;1_1;167632261,5;167,632;16763
555592821;555592821;1;Distrito Regional De Manejo Integrado De La Playona Y La Loma De Caleta;Distrito Regional De Manejo Integrado De La Playona Y La Loma De Caleta;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;87,3028;94,34525875;Not Applicable;0;Designated;2012;Sub-national ministry or agency;Not Reported;Corporación Autónoma Regional para el Desarrollo Sostenible del Chocó;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CHO;COL;COL;1;13;1;13;1_13;1_13;1_1;93740583,79;93,741;9374
555555868;555555868;1;Ensenada De Rionegro;Ensenada De Rionegro;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;257,35;309,562486;Not Applicable;0;Designated;2009;Sub-national ministry or agency;Not Reported;Corporación para el Desarrollo Sostenible de Urabá;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-ANT;COL;COL;1;13;1;6;1_13;1_6;1_1;20113725,44;20,114;2011
555555868;555555868;1;Ensenada De Rionegro;Ensenada De Rionegro;Distritos Regionales De Manejo Integrado;Integrated Management Regional District;National;VI;Not Applicable;0;0;0;257,35;309,562486;Not Applicable;0;Designated;2009;Sub-national ministry or agency;Not Reported;Corporación para el Desarrollo Sostenible de Urabá;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-ANT;COL;COL;1;13;1;13;1_13;1_13;1_1;287467794,2;287,468;28747
10779;10779;1;Imataca;Imataca;Forest Reserve;Forest Reserve;National;VI;Not Applicable;0;0;88,671231;38219,58;53630,68653;Not Applicable;0;Designated;1961;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;VE-F;VEN;VEN;1;11;11;11;1_11;1_11;1_11;1343409351;1343,409;134341
41057;41057_A;1;Shell Beach Protected Area;Shell Beach;Managed Resource Use Area;Managed Resource Use Area;National;VI;Not Applicable;0;0;11,868121;6250;1205,869007;Not Applicable;0;Designated;2011;Federal or national ministry or agency;Not Reported;Protected Areas Commission;Not Reported;State Verified;1742;GY-BA;GUY;GUY;1;11;11;11;1_11;1_11;1_11;59700367,99;59,7;5970
41057;41057_B;1;Shell Beach Protected Area;Shell Beach;Managed Resource Use Area;Managed Resource Use Area;National;VI;Not Applicable;1;0;5,536391;6250;31,92791021;Not Reported;0;Designated;2011;Federal or national ministry or agency;Not Reported;Protected Areas Commission;Not Reported;State Verified;1742;GY-BA;GUY;GUY;1;11;11;11;1_11;1_11;1_11;31723107,35;31,723;3172
20081;20081;1;Sureste del Lago de Maracaibo Sto. Domingo-Motatán;Sureste del Lago de Maracaibo Sto. Domingo-Motatán;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;4066,62;8520,278981;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-L;VEN;VEN;6;8;8;8;6_8;6_8;6_8;863050256,5;863,05;86305
30032;30032;1;Cerro Saroche;Cerro Saroche;National Park;National Park;National;II;Not Applicable;0;0;0;322,94;693,126421;Not Applicable;0;Designated;1989;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-K;VEN;VEN;6;8;8;8;6_8;6_8;6_8;419088531;419,089;41909
30636;30636;1;Barquisimeto;Barquisimeto;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;462,73;480,2454253;Not Applicable;0;Designated;1987;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-K;VEN;VEN;6;8;8;8;6_8;6_8;6_8;44205933,68;44,206;4421
145556;145556;1;Ciénaga de Los Olivitos;Ciénaga de Los Olivitos;Ramsar Site, Wetland of International Importance;Ramsar Site, Wetland of International Importance;International;Not Reported;(i) (ii) (iii) (iv) (vii) (viii);1;0;15,412329;260;300,4251785;Not Reported;0;Designated;1996;Not Reported;Not Reported;Not Reported;Management plan is implented and available;State Verified;1856;VE-V;VEN;VEN;8;8;8;8;8_8;8_8;8_8;145032286,4;145,032;14503
145556;145556;1;Ciénaga de Los Olivitos;Ciénaga de Los Olivitos;Ramsar Site, Wetland of International Importance;Ramsar Site, Wetland of International Importance;International;Not Reported;(i) (ii) (iii) (iv) (vii) (viii);1;0;15,412329;260;300,4251785;Not Reported;0;Designated;1996;Not Reported;Not Reported;Not Reported;Management plan is implented and available;State Verified;1856;VE-V;VEN;VEN;8;8;8;9;8_8;8_9;8_8;149317039,9;149,317;14932
20076;20076;1;Cuenca Alta de los Ríos Maticora y Cocuiza;Cuenca Alta de los Ríos Maticora y Cocuiza;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;2415;2478,012318;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-I;VEN;VEN;8;8;8;8;8_8;8_8;8_8;1958207239;1958,207;195821
20076;20076;1;Cuenca Alta de los Ríos Maticora y Cocuiza;Cuenca Alta de los Ríos Maticora y Cocuiza;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;2415;2478,012318;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-I;VEN;VEN;8;8;8;9;8_8;8_9;8_8;433633356,6;433,633;43363
20067;20067;1;Piedemonte Norte de la Cordillera Andina;Piedemonte Norte de la Cordillera Andina;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;3723,27;3251,167832;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-V;VEN;VEN;6;8;8;8;6_8;6_8;6_8;2139564487;2139,564;213956
20067;20067;1;Piedemonte Norte de la Cordillera Andina;Piedemonte Norte de la Cordillera Andina;Protective Zone;Protective Zone;National;V;Not Applicable;0;0;0;3723,27;3251,167832;Not Applicable;0;Designated;1974;Not Reported;State;Not Reported;Not Reported;State Verified;285;VE-V;VEN;VEN;8;8;8;8;8_8;8_8;8_8;127742739,3;127,743;12774
